"filename", "language", "Dart", "comment", "blank", "total"
"/Users/alljavi/Documents/codigo/tucomunidad/lib/main.dart", "Dart", 2, 0, 0, 2
"/Users/alljavi/Documents/codigo/tucomunidad/lib/pages/addComunity.dart", "Dart", 18, 0, 3, 21
"Total", "-", 20, 0, 3, 23
