"filename", "language", "Dart", "comment", "blank", "total"
"/Users/alljavi/Documents/codigo/tucomunidad/lib/main.dart", "Dart", 47, 0, 2, 49
"/Users/alljavi/Documents/codigo/tucomunidad/lib/pages/addComunity.dart", "Dart", 76, 1, 7, 84
"/Users/alljavi/Documents/codigo/tucomunidad/lib/pages/login.dart", "Dart", 17, 0, 5, 22
"Total", "-", 140, 1, 14, 155
